ID,Strain,Counts,total_counts,rel_counts,bac_copies,bac_copies_raw,Ct_Mean_bac,Ct_SD_bac,abs_counts_org,limit_passed,Type,Experiment,Plate,CommunityCombo,Treatment,Notes,present,spec_name,spec_name_uniq,Treatment_simp,total_reads,sample_geq,abs_counts,geq_passed,is_low,arrival
2-6_6,ESL0184,0,8278,0,10208505885.6265,7561856.21157521,13.598916053772,0.0337467677891254,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),B,8278,1233209.21546587,0,0,No,unadded
2-6_6,ESL0350,2075,8278,0.250664411693646,10208505885.6265,7561856.21157521,13.598916053772,0.0337467677891254,2558909122.09169,Yes,bee,2,3,5,B5-0,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),B,8278,1233209.21546587,2558909122.09169,1,No,only
2-6_6,ESL0186,0,8278,0,10208505885.6265,7561856.21157521,13.598916053772,0.0337467677891254,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),B,8278,1233209.21546587,0,0,No,unadded
2-6_6,ESL0261,466,8278,0.0562937907707176,10208505885.6265,7561856.21157521,13.598916053772,0.0337467677891254,574675494.407097,Yes,bee,2,3,5,B5-0,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),B,8278,1233209.21546587,574675494.407097,1,No,only
2-6_6,unknown,892,8278,0.107755496496738,10208505885.6265,7561856.21157521,13.598916053772,0.0337467677891254,1100022620.19556,Yes,bee,2,3,5,B5-0,,1,NA,NA (unknown),B,8278,1233209.21546587,1100022620.19556,1,No,NA
2-6_7,ESL0825,236,10096,0.0233755942947702,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,75239414.892102,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),B,10096,318811.08005128,75239414.892102,1,No,only
2-6_7,ESL0820,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0822,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0170,149,10096,0.0147583201267829,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,47502850.9276407,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),B,10096,318811.08005128,47502850.9276407,1,No,only
2-6_7,ESL0824,194,10096,0.019215530903328,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,61849349.5299483,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),B,10096,318811.08005128,61849349.5299483,1,No,only
2-6_7,ESL0198,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0827,109,10096,0.0107963549920761,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,34750407.7255895,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),B,10096,318811.08005128,34750407.7255895,1,No,only
2-6_7,ESL0199,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0200,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0819,10,10096,0.000990491283676704,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,3188110.8005128,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),B,10096,318811.08005128,3188110.8005128,1,No,only
2-6_7,ESL0197,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),B,10096,318811.08005128,0,0,No,both
2-6_7,ESL0394,4286,10096,0.424524564183835,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,1366424289.09978,Yes,bee,2,3,5,B5-0,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),B,10096,318811.08005128,1366424289.09978,1,No,only
2-6_7,ESL0295,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL1028,27,10096,0.0026743264659271,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,8607899.16138455,Yes,bee,2,3,5,B5-0,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),B,10096,318811.08005128,8607899.16138455,1,No,both
2-6_7,ESL0263,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus apis,Lactobacillus apis (ESL0263),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0185,162,10096,0.0160459587955626,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,51647394.9683073,Yes,bee,2,3,5,B5-0,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),B,10096,318811.08005128,51647394.9683073,1,No,only
2-6_7,ESL0183,1115,10096,0.110439778129952,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,355474354.257177,Yes,bee,2,3,5,B5-0,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),B,10096,318811.08005128,355474354.257177,1,No,only
2-6_7,ESL0835,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0184,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0350,2211,10096,0.218997622820919,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,704891297.993379,Yes,bee,2,3,5,B5-0,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),B,10096,318811.08005128,704891297.993379,1,No,only
2-6_7,ESL0186,0,10096,0,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),B,10096,318811.08005128,0,0,No,unadded
2-6_7,ESL0261,220,10096,0.0217908082408875,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,70138437.6112815,Yes,bee,2,3,5,B5-0,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),B,10096,318811.08005128,70138437.6112815,1,No,only
2-6_7,unknown,1377,10096,0.136390649762282,3218716664.19772,2384234.56607238,15.2999753952026,0.102627515792847,439002857.230612,Yes,bee,2,3,5,B5-0,,1,NA,NA (unknown),B,10096,318811.08005128,439002857.230612,1,No,NA
2-6_8,ESL0825,20,1465,0.0136518771331058,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,14214669.2049552,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),B,1465,710733.460247761,14214669.2049552,1,No,only
2-6_8,ESL0820,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0822,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0170,11,1465,0.00750853242320819,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,7818068.06272537,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),B,1465,710733.460247761,7818068.06272537,1,No,only
2-6_8,ESL0824,5,1465,0.00341296928327645,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,3553667.30123881,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),B,1465,710733.460247761,3553667.30123881,1,No,only
2-6_8,ESL0198,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0827,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),B,1465,710733.460247761,0,0,No,only
2-6_8,ESL0199,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0200,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0819,4,1465,0.00273037542662116,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,2842933.84099104,Yes,bee,2,3,5,B5-0,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),B,1465,710733.460247761,2842933.84099104,1,No,only
2-6_8,ESL0197,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),B,1465,710733.460247761,0,0,No,both
2-6_8,ESL0394,676,1465,0.461433447098976,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,480455819.127486,Yes,bee,2,3,5,B5-0,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),B,1465,710733.460247761,480455819.127486,1,No,only
2-6_8,ESL0295,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL1028,1,1465,0.00068259385665529,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,710733.460247761,Yes,bee,2,3,5,B5-0,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),B,1465,710733.460247761,710733.460247761,1,No,both
2-6_8,ESL0263,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus apis,Lactobacillus apis (ESL0263),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0185,44,1465,0.0300341296928328,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,31272272.2509015,Yes,bee,2,3,5,B5-0,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),B,1465,710733.460247761,31272272.2509015,1,No,only
2-6_8,ESL0183,299,1465,0.204095563139932,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,212509304.614081,Yes,bee,2,3,5,B5-0,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),B,1465,710733.460247761,212509304.614081,1,No,only
2-6_8,ESL0835,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0184,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0350,282,1465,0.192491467576792,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,200426835.789869,Yes,bee,2,3,5,B5-0,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),B,1465,710733.460247761,200426835.789869,1,No,only
2-6_8,ESL0186,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),B,1465,710733.460247761,0,0,No,unadded
2-6_8,ESL0261,123,1465,0.0839590443686007,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,87420215.6104746,Yes,bee,2,3,5,B5-0,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),B,1465,710733.460247761,87420215.6104746,1,No,only
2-6_8,unknown,0,1465,0,1041224519.26297,771277.421676276,16.963228225708,0.417916178703308,0,Yes,bee,2,3,5,B5-0,,0,NA,NA (unknown),B,1465,710733.460247761,0,0,No,NA
2-7_1,ESL0825,395,11507,0.0343269314330408,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,186069132.438201,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),AB,11507,471061.094780255,186069132.438201,1,No,second
2-7_1,ESL0820,137,11507,0.0119057964717129,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,64535369.9848949,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),AB,11507,471061.094780255,64535369.9848949,1,No,first
2-7_1,ESL0822,126,11507,0.0109498566090206,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,59353697.9423121,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),AB,11507,471061.094780255,59353697.9423121,1,No,first
2-7_1,ESL0170,114,11507,0.00990701312244721,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,53700964.804949,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),AB,11507,471061.094780255,53700964.804949,1,No,second
2-7_1,ESL0824,54,11507,0.00469279568958026,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,25437299.1181337,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),AB,11507,471061.094780255,25437299.1181337,1,No,second
2-7_1,ESL0198,166,11507,0.0144260015642652,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,78196141.7335223,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),AB,11507,471061.094780255,78196141.7335223,1,No,first
2-7_1,ESL0827,35,11507,0.00304162683583905,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,16487138.3173089,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),AB,11507,471061.094780255,16487138.3173089,1,No,second
2-7_1,ESL0199,60,11507,0.00521421743286695,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,28263665.6868153,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),AB,11507,471061.094780255,28263665.6868153,1,No,first
2-7_1,ESL0200,40,11507,0.00347614495524463,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,18842443.7912102,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),AB,11507,471061.094780255,18842443.7912102,1,No,first
2-7_1,ESL0819,62,11507,0.00538802468062918,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,29205787.8763758,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),AB,11507,471061.094780255,29205787.8763758,1,No,second
2-7_1,ESL0197,29,11507,0.00252020509255236,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,13660771.7486274,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),AB,11507,471061.094780255,13660771.7486274,1,No,both
2-7_1,ESL0394,155,11507,0.013470061701573,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,73014469.6909395,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),AB,11507,471061.094780255,73014469.6909395,1,No,second
2-7_1,ESL0295,214,11507,0.0185973755105588,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,100807074.282974,Yes,bee,2,3,5,A5-B5,,1,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),AB,11507,471061.094780255,100807074.282974,1,No,first
2-7_1,ESL1028,53,11507,0.00460589206569914,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,24966238.0233535,Yes,bee,2,3,5,A5-B5,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),AB,11507,471061.094780255,24966238.0233535,1,No,both
2-7_1,ESL0263,2081,11507,0.180846441296602,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,980278138.23771,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus apis,Lactobacillus apis (ESL0263),AB,11507,471061.094780255,980278138.23771,1,No,first
2-7_1,ESL0185,18,11507,0.00156426522986009,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,8479099.70604458,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),AB,11507,471061.094780255,8479099.70604458,1,No,second
2-7_1,ESL0183,0,11507,0,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,0,Yes,bee,2,3,5,A5-B5,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),AB,11507,471061.094780255,0,0,No,second
2-7_1,ESL0835,5315,11507,0.461892760928131,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,2503689718.75705,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),AB,11507,471061.094780255,2503689718.75705,1,No,first
2-7_1,ESL0184,668,11507,0.0580516207525854,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,314668811.31321,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),AB,11507,471061.094780255,314668811.31321,1,No,first
2-7_1,ESL0350,326,11507,0.0283305813852438,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,153565916.898363,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),AB,11507,471061.094780255,153565916.898363,1,No,second
2-7_1,ESL0186,1459,11507,0.126792387242548,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,687278137.284392,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),AB,11507,471061.094780255,687278137.284392,1,No,first
2-7_1,ESL0261,0,11507,0,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,0,Yes,bee,2,3,5,A5-B5,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),AB,11507,471061.094780255,0,0,No,second
2-7_1,unknown,0,11507,0,5420500017.63639,4015185.19824918,14.5318489074707,1.24495482444763,0,Yes,bee,2,3,5,A5-B5,,0,NA,NA (unknown),AB,11507,471061.094780255,0,0,No,NA
2-7_2,ESL0825,22,7131,0.00308512130136026,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,4040965.61154324,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),AB,7131,183680.255070147,4040965.61154324,1,No,second
2-7_2,ESL0820,394,7131,0.0552517178516337,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,72370020.497638,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),AB,7131,183680.255070147,72370020.497638,1,No,first
2-7_2,ESL0822,204,7131,0.0286074884307951,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,37470772.03431,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),AB,7131,183680.255070147,37470772.03431,1,No,first
2-7_2,ESL0170,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0170),AB,7131,183680.255070147,0,0,No,second
2-7_2,ESL0824,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0824),AB,7131,183680.255070147,0,0,No,second
2-7_2,ESL0198,319,7131,0.0447342588697237,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,58594001.367377,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium polysaccharolyticum,Bifidobacterium polysaccharolyticum (ESL0198),AB,7131,183680.255070147,58594001.367377,1,No,first
2-7_2,ESL0827,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0827),AB,7131,183680.255070147,0,0,No,second
2-7_2,ESL0199,146,7131,0.0204739868181181,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,26817317.2402415,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium sp1.,Bifidobacterium sp1. (ESL0199),AB,7131,183680.255070147,26817317.2402415,1,No,first
2-7_2,ESL0200,30,7131,0.00420698359276399,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,5510407.65210442,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0200),AB,7131,183680.255070147,5510407.65210442,1,No,first
2-7_2,ESL0819,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,Bifidobacterium sp2.,Bifidobacterium sp2. (ESL0819),AB,7131,183680.255070147,0,0,No,second
2-7_2,ESL0197,56,7131,0.00785303603982611,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,10286094.2839282,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium coryneforme,Bifidobacterium coryneforme (ESL0197),AB,7131,183680.255070147,10286094.2839282,1,No,both
2-7_2,ESL0394,78,7131,0.0109381573411864,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,14327059.8954715,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0394),AB,7131,183680.255070147,14327059.8954715,1,No,second
2-7_2,ESL0295,445,7131,0.0624035899593325,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,81737713.5062155,Yes,bee,2,3,5,A5-B5,,1,Bombilactobacillus mellis,Bombilactobacillus mellis (ESL0295),AB,7131,183680.255070147,81737713.5062155,1,No,first
2-7_2,ESL1028,76,7131,0.0106576917683354,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,13959699.3853312,Yes,bee,2,3,5,A5-B5,,1,Bombilactobacillus mellifer,Bombilactobacillus mellifer (ESL1028),AB,7131,183680.255070147,13959699.3853312,1,No,both
2-7_2,ESL0263,1564,7131,0.219324077969429,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,287275918.92971,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus apis,Lactobacillus apis (ESL0263),AB,7131,183680.255070147,287275918.92971,1,No,first
2-7_2,ESL0185,10,7131,0.00140232786425466,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,1836802.55070147,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus apis,Lactobacillus apis (ESL0185),AB,7131,183680.255070147,1836802.55070147,1,No,second
2-7_2,ESL0183,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0183),AB,7131,183680.255070147,0,0,No,second
2-7_2,ESL0835,1577,7131,0.22114710419296,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,289663762.245622,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis (ESL0835),AB,7131,183680.255070147,289663762.245622,1,No,first
2-7_2,ESL0184,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,Lactobacillus melliventris,Lactobacillus melliventris (ESL0184),AB,7131,183680.255070147,0,0,No,first
2-7_2,ESL0350,42,7131,0.00588977702986958,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,7714570.71294618,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus melliventris,Lactobacillus melliventris (ESL0350),AB,7131,183680.255070147,7714570.71294618,1,No,second
2-7_2,ESL0186,2168,7131,0.304024680970411,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,398218792.992079,Yes,bee,2,3,5,A5-B5,,1,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0186),AB,7131,183680.255070147,398218792.992079,1,No,first
2-7_2,ESL0261,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,Lactobacillus kullabergensis,Lactobacillus kullabergensis (ESL0261),AB,7131,183680.255070147,0,0,No,second
2-7_2,unknown,0,7131,0,1309823898.90522,970239.925114975,16.6250095367432,0.103167653083801,0,Yes,bee,2,3,5,A5-B5,,0,NA,NA (unknown),AB,7131,183680.255070147,0,0,No,NA
2-7_3,ESL0825,23,11118,0.00206871739521497,7663638034.4459,5676768.91440437,14.0214910507202,0.0797000825405121,15853901.3124893,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0825),AB,11118,689300.057064751,15853901.3124893,1,No,second
2-7_3,ESL0820,332,11118,0.0298614858787552,7663638034.4459,5676768.91440437,14.0214910507202,0.0797000825405121,228847618.945497,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium apousia,Bifidobacterium apousia (ESL0820),AB,11118,689300.057064751,228847618.945497,1,No,first
2-7_3,ESL0822,148,11118,0.0133117467170354,7663638034.4459,5676768.91440437,14.0214910507202,0.0797000825405121,102016408.445583,Yes,bee,2,3,5,A5-B5,,1,Bifidobacterium asteroides,Bifidobacterium asteroides (ESL0822),AB,11118,689300.057064751,102016408.445583,1,No,first
